,author,date,n_likes,n_reposts,with_photo,is_repost?,text,T,Po,U,DD,Ff,N,VV,Td
0,dying,2015-08-17,14351,325,False,False,хотеть видеть каждый день,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
1,dying,2015-08-17,7098,144,False,False,жить жить твой жизнь появляться полина,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
2,dying,2015-08-17,6439,121,False,False,скучать наташа,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
3,dying,2015-08-17,8469,221,False,False,давать бог каждый сердце искать,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
4,dying,2015-08-17,3704,71,False,False,арина милашка арина бандитка арина псих арина хороший,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
5,dying,2015-08-17,11242,257,False,False,человек который бросать слово ветер бросать мост,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
6,dying,2015-08-17,571,34,False,True,AppToday это необходимо скачать 16 авг 2015 20 27,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
7,dying,2015-08-17,7313,109,False,False,хотеть просыпаться видеть твой еблище,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
8,dying,2015-08-17,6788,164,False,False,принцеск,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
9,dying,2015-08-17,3655,58,False,False,весь светок принцесски,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
10,dying,2015-08-17,2625,29,False,False,каждый лида чей-то проблема,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
11,dying,2015-08-17,6562,167,False,False,хотеть больно,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
12,dying,2015-08-17,5621,86,False,False,уставать скучать блять,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
13,dying,2015-08-17,5827,130,False,False,любовь любить шоколад,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
14,dying,2015-08-17,3560,68,False,False,скучать алена,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
15,dying,2015-08-17,4553,85,False,False,здравствовать грусть,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
16,dying,2015-08-17,4747,111,False,False,любить лера писать лера гулять лерой обнимать лера ценить лера беречь лера,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
17,dying,2015-08-17,3787,85,False,False,любовь подруга даша,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
18,dying,2015-08-17,4204,42,False,False,отсасывать просить,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
19,dying,2015-08-17,10170,200,False,False,счастие глаз карий,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
20,dying,2015-08-17,7937,167,False,False,вспомнить девочка который любить,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
21,dying,2015-08-17,5456,118,False,False,часто говорить представлять сколько думать,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
22,dying,2015-08-17,3624,61,False,False,уезжать жить бельгия уезжать туда петь рапапа мочь навсегда,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
23,dying,2015-08-17,3846,137,False,False,3 разный личность 1 общительный громкий 2 тихий чертовски спокойный 3 ненавидеть каждый малый вещь раздражать,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
24,dying,2015-08-17,2566,45,False,False,приходить работа работать глупый вопрос отвечать почему пьяный спать,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
25,dying,2015-08-17,4458,187,False,False,"16 способ доставать родитель добавлять страница потерять 1 ходить дом 2 мычать корова называть твой имя 3 вбегать стена 4 говорить носить одежда противоречить твой религия 5 вставать около 4 утро огромный улыбка сказать добрый утро солнышко 6 вырывать кто-нибудь волос закричать днк !!"". 7 спрыгивать крыша попытка полететь 8 взять рука испуганный вид сказать видеть мертвец 9 попытаться поплавать пол 10 бегать весь дом лампочка кричать солнце оно умирать !"" 11 пить стакан сторона 12 приклеивать палец нос супер клей 13 поразговаривать ручка 14 взять мороженое прилеплять лоб утверждать прекрасный единорог 15 повключать повыклюкать свет сказать аааа понимать 16 кричать тон !!!! каждый душа",14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
26,dying,2015-08-17,1242,18,False,False,каждый леша должный свой вика,14.0,749.5,64.0,"Ветер, дующий с севера",3.0,7.0,10.0,7.3
27,dying,2015-08-16,3108,92,False,False,маша обижать лес багажник увидеть,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
28,dying,2015-08-16,4137,65,False,False,каждый катя должный свой ящик водка,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
29,dying,2015-08-16,2367,29,False,False,дарить цветок дарить пожирать,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
30,dying,2015-08-16,1428,23,False,False,алина юля становиться свой место ...,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
31,dying,2015-08-16,1364,18,False,False,каждый анек должный свой никита,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
32,dying,2015-08-16,2974,56,False,False,каждый должный свой яна,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
33,dying,2015-08-16,2288,52,False,False,каждый должный свой полина,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
34,dying,2015-08-16,166,3,False,True,AppToday это необходимо скачать 15 авг 2015 9 54,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
35,dying,2015-08-16,2978,72,False,False,каждый должный свой соня,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
36,dying,2015-08-16,3503,46,False,False,долбоеб,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
37,dying,2015-08-16,3144,93,False,False,принцесск,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
38,dying,2015-08-16,2606,54,False,False,любовь подруга лиза,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
39,dying,2015-08-16,2864,49,True,False,сигарета приносить радость твой любить,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
40,dying,2015-08-16,1755,42,False,False,заниматься го фотка,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
41,dying,2015-08-16,3161,86,False,False,1 накосячить 2 попытаться исправлять 3 накосячить,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
42,dying,2015-08-16,3681,61,False,False,значит неа значит пока выебываться,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
43,dying,2015-08-16,206,1,True,True,DELETED 5 авг 2015 9 04,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
44,dying,2015-08-16,4054,69,False,False,любовь настя,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
45,dying,2015-08-16,3438,35,False,False,лайков ебать красиво становиться,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
46,dying,2015-08-16,5027,125,False,False,голубой глаз восхитительный,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
47,dying,2015-08-16,3233,71,False,False,каждый должный свой карина,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
48,dying,2015-08-16,2459,33,False,False,текст бессмысленный твой жизнь,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
49,dying,2015-08-16,3180,56,False,False,счастливый жизнь лола погодить сечь,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
50,dying,2015-08-16,3623,56,False,False,никто нужный смиряться,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
51,dying,2015-08-16,2029,58,False,False,каждый настя фея,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
52,dying,2015-08-16,1702,33,False,False,слышь че дерзкий просто полина,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
53,dying,2015-08-16,2238,17,False,False,спасибо целый месяц счастие хотя спасибо уебок,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
54,dying,2015-08-16,1743,24,False,False,боже просто женя,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
55,dying,2015-08-16,2097,29,False,False,смело,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
56,dying,2015-08-16,2099,33,False,False,простоуйдинахуй,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
57,dying,2015-08-16,1722,26,False,False,каждый влад бандитка ама хасл ама ама хасл,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
58,dying,2015-08-16,1133,6,False,False,каждый даша должный свой темочка,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
59,dying,2015-08-16,2154,35,False,False,каждый вика малявка ...,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
60,dying,2015-08-16,703,10,False,False,каждый эмилий милый,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
61,dying,2015-08-16,1774,36,False,False,гулять друг собака,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
62,dying,2015-08-16,549,8,False,False,каждый маша должный свой инна,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
63,dying,2015-08-16,611,8,False,False,каждый ксюша должный свой кенан каждый кенан должный свой ксюша,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
64,dying,2015-08-16,1002,24,False,False,здорово сестренка иринка который любить который любить,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
65,dying,2015-08-16,3425,30,False,False,мб самый красивый зато орех норма,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
66,dying,2015-08-16,923,10,False,False,каждый маша должный свой ира,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
67,dying,2015-08-16,2050,55,False,False,голубой глаз темный волос высокий рост идеальный сочетание,13.6,746.2,68.0,"Ветер, дующий с северо-северо-запада",2.0,8.0,10.0,7.8
68,dying,2015-08-15,651,1,False,False,редко бывать сестра анита рита,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
69,dying,2015-08-15,991,14,False,False,любовь милена,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
