,author,date,n_likes,n_reposts,with_photo,is_repost?,text,T,Po,U,DD,Ff,N,VV,Td
0,dying,2015-08-17,14351,325,False,False,хотеть видеть каждый день,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
1,dying,2015-08-17,7098,144,False,False,жить жить твой жизнь появляться полина,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
2,dying,2015-08-17,6439,121,False,False,скучать наташа,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
3,dying,2015-08-17,8469,221,False,False,давать бог каждый сердце искать,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
4,dying,2015-08-17,3704,71,False,False,арина милашка арина бандитка арина псих арина хороший,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
5,dying,2015-08-17,11242,257,False,False,человек который бросать слово ветер бросать мост,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
6,dying,2015-08-17,571,34,False,True,AppToday это необходимо скачать 16 авг 2015 20 27,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
7,dying,2015-08-17,7313,109,False,False,хотеть просыпаться видеть твой еблище,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
8,dying,2015-08-17,6788,164,False,False,принцеск,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
9,dying,2015-08-17,3655,58,False,False,весь светок принцесски,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
10,dying,2015-08-17,2625,29,False,False,каждый лида чей-то проблема,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
11,dying,2015-08-17,6562,167,False,False,хотеть больно,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
12,dying,2015-08-17,5621,86,False,False,уставать скучать блять,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
13,dying,2015-08-17,5827,130,False,False,любовь любить шоколад,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
14,dying,2015-08-17,3560,68,False,False,скучать алена,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
15,dying,2015-08-17,4553,85,False,False,здравствовать грусть,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
16,dying,2015-08-17,4747,111,False,False,любить лера писать лера гулять лерой обнимать лера ценить лера беречь лера,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
17,dying,2015-08-17,3787,85,False,False,любовь подруга даша,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
18,dying,2015-08-17,4204,42,False,False,отсасывать просить,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
19,dying,2015-08-17,10170,200,False,False,счастие глаз карий,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
20,dying,2015-08-17,7937,167,False,False,вспомнить девочка который любить,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
21,dying,2015-08-17,5456,118,False,False,часто говорить представлять сколько думать,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
22,dying,2015-08-17,3624,61,False,False,уезжать жить бельгия уезжать туда петь рапапа мочь навсегда,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
23,dying,2015-08-17,3846,137,False,False,3 разный личность 1 общительный громкий 2 тихий чертовски спокойный 3 ненавидеть каждый малый вещь раздражать,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
24,dying,2015-08-17,2566,45,False,False,приходить работа работать глупый вопрос отвечать почему пьяный спать,24.3,730.3,92.0,"Ветер, дующий с северо-запада",2.0,4.0,10.0,23.0
